Tiempo simulación: 10
IMSI 1 measured RSRP dbm:-132.288dbm
IMSI 1 NRSRP reported value:24
IMSI 1 CE level is: 0
IMSI 3 measured RSRP dbm:-132.288dbm
IMSI 3 NRSRP reported value:24
IMSI 3 CE level is: 0
IMSI 4 measured RSRP dbm:-132.288dbm
IMSI 4 NRSRP reported value:24
IMSI 4 CE level is: 0
IMSI 6 measured RSRP dbm:-132.288dbm
IMSI 6 NRSRP reported value:24
IMSI 6 CE level is: 0
IMSI 7 measured RSRP dbm:-132.288dbm
IMSI 7 NRSRP reported value:24
IMSI 7 CE level is: 0
IMSI 8 measured RSRP dbm:-132.288dbm
IMSI 8 NRSRP reported value:24
IMSI 8 CE level is: 0
IMSI 9 measured RSRP dbm:-132.288dbm
IMSI 9 NRSRP reported value:24
IMSI 9 CE level is: 0
IMSI 13 measured RSRP dbm:-132.288dbm
IMSI 13 NRSRP reported value:24
IMSI 13 CE level is: 0
IMSI 17 measured RSRP dbm:-132.288dbm
IMSI 17 NRSRP reported value:24
IMSI 17 CE level is: 0
IMSI 21 measured RSRP dbm:-132.288dbm
IMSI 21 NRSRP reported value:24
IMSI 21 CE level is: 0
IMSI 22 measured RSRP dbm:-132.288dbm
IMSI 22 NRSRP reported value:24
IMSI 22 CE level is: 0
IMSI 23 measured RSRP dbm:-132.288dbm
IMSI 23 NRSRP reported value:24
IMSI 23 CE level is: 0
IMSI 29 measured RSRP dbm:-132.288dbm
IMSI 29 NRSRP reported value:24
IMSI 29 CE level is: 0
IMSI 30 measured RSRP dbm:-132.288dbm
IMSI 30 NRSRP reported value:24
IMSI 30 CE level is: 0
IMSI 34 measured RSRP dbm:-132.288dbm
IMSI 34 NRSRP reported value:24
IMSI 34 CE level is: 0
IMSI 35 measured RSRP dbm:-132.288dbm
IMSI 35 NRSRP reported value:24
IMSI 35 CE level is: 0
IMSI 37 measured RSRP dbm:-132.288dbm
IMSI 37 NRSRP reported value:24
IMSI 37 CE level is: 0
IMSI 38 measured RSRP dbm:-132.288dbm
IMSI 38 NRSRP reported value:24
IMSI 38 CE level is: 0
IMSI 41 measured RSRP dbm:-132.288dbm
IMSI 41 NRSRP reported value:24
IMSI 41 CE level is: 0
IMSI 42 measured RSRP dbm:-132.288dbm
IMSI 42 NRSRP reported value:24
IMSI 42 CE level is: 0
IMSI 45 measured RSRP dbm:-132.288dbm
IMSI 45 NRSRP reported value:24
IMSI 45 CE level is: 0
IMSI 46 measured RSRP dbm:-132.288dbm
IMSI 46 NRSRP reported value:24
IMSI 46 CE level is: 0
IMSI 47 measured RSRP dbm:-132.288dbm
IMSI 47 NRSRP reported value:24
IMSI 47 CE level is: 0
IMSI 48 measured RSRP dbm:-132.288dbm
IMSI 48 NRSRP reported value:24
IMSI 48 CE level is: 0
IMSI 53 measured RSRP dbm:-132.288dbm
IMSI 53 NRSRP reported value:24
IMSI 53 CE level is: 0
IMSI 57 measured RSRP dbm:-132.288dbm
IMSI 57 NRSRP reported value:24
IMSI 57 CE level is: 0
IMSI 58 measured RSRP dbm:-132.288dbm
IMSI 58 NRSRP reported value:24
IMSI 58 CE level is: 0
IMSI 59 measured RSRP dbm:-132.288dbm
IMSI 59 NRSRP reported value:24
IMSI 59 CE level is: 0
IMSI 60 measured RSRP dbm:-132.288dbm
IMSI 60 NRSRP reported value:24
IMSI 60 CE level is: 0
IMSI 62 measured RSRP dbm:-132.288dbm
IMSI 62 NRSRP reported value:24
IMSI 62 CE level is: 0
IMSI 63 measured RSRP dbm:-132.288dbm
IMSI 63 NRSRP reported value:24
IMSI 63 CE level is: 0
IMSI 64 measured RSRP dbm:-132.288dbm
IMSI 64 NRSRP reported value:24
IMSI 64 CE level is: 0
IMSI 67 measured RSRP dbm:-132.288dbm
IMSI 67 NRSRP reported value:24
IMSI 67 CE level is: 0
IMSI 70 measured RSRP dbm:-132.288dbm
IMSI 70 NRSRP reported value:24
IMSI 70 CE level is: 0
IMSI 72 measured RSRP dbm:-132.288dbm
IMSI 72 NRSRP reported value:24
IMSI 72 CE level is: 0
IMSI 74 measured RSRP dbm:-132.288dbm
IMSI 74 NRSRP reported value:24
IMSI 74 CE level is: 0
IMSI 78 measured RSRP dbm:-132.288dbm
IMSI 78 NRSRP reported value:24
IMSI 78 CE level is: 0
IMSI 81 measured RSRP dbm:-132.288dbm
IMSI 81 NRSRP reported value:24
IMSI 81 CE level is: 0
IMSI 86 measured RSRP dbm:-132.288dbm
IMSI 86 NRSRP reported value:24
IMSI 86 CE level is: 0
IMSI 87 measured RSRP dbm:-132.288dbm
IMSI 87 NRSRP reported value:24
IMSI 87 CE level is: 0
IMSI 88 measured RSRP dbm:-132.288dbm
IMSI 88 NRSRP reported value:24
IMSI 88 CE level is: 0
IMSI 89 measured RSRP dbm:-132.288dbm
IMSI 89 NRSRP reported value:24
IMSI 89 CE level is: 0
IMSI 90 measured RSRP dbm:-132.288dbm
IMSI 90 NRSRP reported value:24
IMSI 90 CE level is: 0
